Index,Event.Id,Investigation.Type,Event.Date,Latitude,Longitude,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Year,Make.and.Model
562,20140728X04209,Incident,4/29/14,,,,Fatal,Substantial,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,2,UNK,Unknown,,2014,Boeing 737
563,20140504X90153,Accident,5/4/14,381552N,1215527W,Travis AFB,Fatal,Destroyed,Airplane,Boeing,E75,UNK,Reciprocating,Part 91: General Aviation,Air Race show,1,0,0,0,VMC,Unknown,"The pilot's failure to maintain clearance from the runway during a low-level aerobatic maneuver due to his impairment by an over-the-counter antihistamine. Contributing to the severity of the pilot's injuries were the pilot's lack of fire protective clothing, his inability to egress the cockpit, the rapid spread of the fire, and the decision of the air show's organizers not to have the airport rescue and firefighting services at their highest level of readiness, which delayed arrival of fire suppression equipment.
",2014,Boeing E75
564,20140612X14750,Accident,5/8/14,,,,Fatal,Substantial,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,7,0,125,UNK,Unknown,<br /><br />,2014,Boeing 737
565,20140612X00036,Incident,5/9/14,,,,Unavailable,Minor,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,<br /><br />,2014,Boeing 737
566,20140519X33812,Incident,5/11/14,,,,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,163,UNK,Unknown,,2014,Boeing 737
567,20150605X90714,Incident,6/10/14,,,,Unavailable,Unknown,Airplane,Boeing,737,2,Turbo Fan,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2014,Boeing 737
568,20140619X52159,Accident,6/17/14,323019N,0097924W,,Fatal,Unknown,Airplane,Boeing,737,2,UNK,Part 121: Air Carrier,Uknown,0,0,1,143,UNK,Unknown,"A buildup of pressure in the coffee filter package resulting in the release of hot coffee and grounds when the potlocking handle was raised, which resulted in 2nd and 3rd degree burns.",2014,Boeing 737
569,20140624X40942,Accident,6/17/14,404035N,0741058W,,Fatal,Unknown,Airplane,Boeing,767,UNK,UNK,Part 121: Air Carrier,Uknown,0,0,1,12,VMC,Unknown,"A hot liquid splashed from a meal box onto the flight attendant's hand, resulting in a 2nd degree burn.",2014,Boeing 767
570,20140620X45424,Accident,6/20/14,343342N,0691344E,Kabul International Airport,Fatal,Substantial,Airplane,Boeing,767,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,4,0,77,VMC,Unknown,"the early reduction of engine thrust that resulted in an excessive sink rate and nose high pitch attitude during the landing flare.

Contributing to the accident was a significant change in the vertical and horizontal wind components just prior to touchdown.",2014,Boeing 767
571,20141218X72910,Accident,6/23/14,,,Tarragona,Fatal,Unknown,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,1,0,UNK,Unknown,,2014,Boeing 737
572,20140714X45633,Incident,7/11/14,335630N,1182430W,LOS ANGELES INTL,Fatal,Minor,Airplane,Boeing,767,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,208,UNK,Unknown,"The combination of fuel leaking from the integrated drive generator (IDG) fuel/oil heat exchanger and the coincident arcing of the IDG power feeder cables that ignited the leaking fuel.  Contributing to the ignition of the fuel was the misrouting of the IDG power feeder cables, which resulted in chaffed cables that exposed the electrical wire that contacted a metal bracket, creating an arc.",2014,Boeing 767
573,20140718X92314,Accident,7/17/14,,,,Fatal,Destroyed,Airplane,Boeing,777,UNK,UNK,NUSC,Uknown,295,0,0,0,UNK,Unknown,,2014,Boeing 777
574,20140804X61630,Accident,7/29/14,,,,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,177,UNK,Unknown,,2014,Boeing 737
575,20140806X21104,Accident,7/30/14,324359N,1171117W,SAN DIEGO INTL,Fatal,Substantial,Airplane,Boeing,757,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,174,VMC,Unknown,the first officer's failure to maintain the correct airspeed and pitch attitude during landing that resulted in a tailstrike.,2014,Boeing 757
576,20140814X52852,Accident,8/14/14,404711N,1115823W,SALT LAKE CITY INTL,Fatal,Substantial,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,5,VMC,Unknown,"The disconnection of baggage carts that subsequently collided with the parked airplane following the tug driving over a dip in the roadway.
",2014,Boeing 737
577,20140819X44937,Incident,8/16/14,524437N,0174727E,,Unavailable,Unknown,Airplane,Boeing,777,UNK,UNK,Part 121: Air Carrier,Uknown,0,0,0,0,UNK,Unknown,"The air traffic controllers failure to identify a conflict between two aircraft and to issue an adequate clearance, which resulted in a loss of required separation. Contributing to the incident was the Federal Aviation Administrations failure to provide controllers adequate automated conflict detection assistance, which removed a layer of backup to controller judgment and reduced the overall level of safety.",2014,Boeing 777
578,20140829X32709,Accident,8/18/14,037384N,0725144W,,Fatal,Unknown,Airplane,Boeing,767,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,220,VMC,Unknown,The capabilities of the beverage cart were exceeded which resulted in the cart toppling over and fracturing the flight attendant's foot.,2014,Boeing 767
579,20141002X80546,Accident,9/12/14,,,,Fatal,Unknown,Airplane,Boeing,767,UNK,UNK,Unknown,Uknown,0,6,1,223,UNK,Unknown,,2014,Boeing 767
580,20150115X15447,Accident,9/14/14,,,,Fatal,Destroyed,Airplane,Boeing,Pt-17,UNK,UNK,Unknown,Uknown,0,0,0,1,UNK,Unknown,,2014,Boeing Pt-17
581,20140918X21722,Accident,9/16/14,254557N,0080138W,MIAMI INTL,Fatal,Substantial,Airplane,Boeing,757,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,172,VMC,Unknown,"The failure of the first officer to control the airplane pitch after touchdown. Contributing to the accident was the first officers inexperience in the aircraft type.
",2014,Boeing 757
582,20141029X71607,Incident,9/17/14,,,Malaga,Fatal,Unknown,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,0,2,UNK,Unknown,,2014,Boeing 737
583,20140919X23945,Incident,9/18/14,,,,Unavailable,Unknown,Airplane,Boeing,737,2,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2014,Boeing 737
584,20160219X23507,Incident,9/18/14,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2014,Boeing 737
585,20140922X14716,Incident,9/21/14,343813N,0842541W,HARTSFIELD - JACKSON ATLANTA I,Fatal,Unknown,Airplane,Boeing,747,4,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,333,VMC,Unknown,"

Turbine Overhaul Service's aggressive grit blasting and incomplete masking of the blade root neck that allowed the no grit blast area being exposed during the overhaul of the blade resulting in blasting media being embedded in the blade root from which a fatigue crack developed.  The fatigue crack propagated until separation of the blade occurred that resulted in a complete loss of engine power.  The fire was caused by the B-nut on the hydraulic line from the fuel pump and pulsation damper loosening from engine vibration after the compressor blade separated spraying high pressure fluid into the engine compartment that ignited on the hot engine cases.",2014,Boeing 747
586,20141002X85523,Incident,9/25/14,,,,Fatal,Minor,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,156,UNK,Unknown,,2014,Boeing 737
587,20141223X90212,Accident,9/25/14,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2014,Boeing 737
588,20141224X12900,Incident,9/29/14,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2014,Boeing 737
589,20141003X84008,Accident,10/3/14,,,,Fatal,Unknown,Airplane,Boeing,777,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,1,1,248,UNK,Unknown,,2014,Boeing 777
590,20141011X20926,Incident,10/10/14,512839N,0002741E,Heathrow International Airport,Unavailable,Minor,Airplane,Boeing,787,UNK,UNK,Part 121: Air Carrier,Uknown,0,0,0,0,UNK,Unknown,A shutdown of the displays due to the inability to operate through a rapid transient radiated electric field brought on by a near field lightning strike.  Contributing to the loss of displays for the remainder of the flight was the lack of guidance to the crew to perform a controlled power reset to the display.,2014,Boeing 787
591,20141017X44013,Accident,10/17/14,204648N,0156570W,Lanai Airport,Fatal,Substantial,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,3,VMC,Unknown,"the improper loading and securing of the cargo pallets, which shifted on departure, resulting in substantial damage to the aft pressure bulkhead.",2014,Boeing 737
592,20141029X71059,Incident,10/22/14,,,,Unavailable,Minor,Airplane,Boeing,747,4,Turbo Fan,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2014,Boeing 747
593,20141106X53859,Incident,11/4/14,,,,Fatal,Unknown,Airplane,Boeing,767,2,Turbo Fan,Unknown,Uknown,0,0,0,219,UNK,Unknown,,2014,Boeing 767
594,20141203X41909,Accident,11/7/14,,,,Unavailable,Substantial,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2014,Boeing 737
595,20141121X15631,Accident,11/21/14,325030N,0096510W,Dallas,Fatal,Minor,Airplane,Boeing,737,2,Turbo Fan,Part 91: General Aviation,Flight Test,0,0,0,179,VMC,Unknown,N263WN captain's failure to maintain a safe clearance from the parked N8314L resulting in a ground collision.,2014,Boeing 737
596,20141211X62917,Accident,11/24/14,304650N,0831647W,,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,12,1,146,IMC,Unknown,an inadvertent encounter with clear air turbulence while the flight attendants were returning to their seats.,2014,Boeing 737
597,20141219X33041,Incident,12/6/14,,,Magadan,Unavailable,Unknown,Airplane,Boeing,757,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2014,Boeing 757
598,20150116X52840,Accident,12/11/14,372146N,1215545W,,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,80,IMC,Unknown,an inadvertent encounter with convective turbulence during descent.,2014,Boeing 737
599,20141217X43728,Accident,12/13/14,391031N,0076406W,Baltimore Washington Internati,Fatal,Substantial,Airplane,Boeing,737,UNK,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,145,VMC,Unknown,an inadvertent encounter with birds during approach to land that resulted in substantial damage.,2014,Boeing 737
600,20141223X05119,Accident,12/16/14,,,,Fatal,Unknown,Airplane,Boeing,777,2,UNK,NUSC,Uknown,0,10,2,243,UNK,Unknown,,2014,Boeing 777
601,20141224X52759,Accident,12/17/14,,,,Unavailable,Substantial,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2014,Boeing 737
602,20141229X30433,Incident,12/17/14,,,,Unavailable,Unknown,Airplane,Boeing,757,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2014,Boeing 757
603,20160601X80242,Incident,12/30/14,313032N,0742419E,,Unavailable,Minor,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2014,Boeing 737
604,20150110X95319,Accident,1/10/15,053541N,0001014E,,Fatal,Substantial,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,3,0,0,UNK,Unknown,,2015,Boeing 737
605,20150226X32502,Incident,1/13/15,,,,Unavailable,Unknown,Airplane,Boeing,747,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Boeing 747
606,20150127X51324,Incident,1/22/15,,,,Unavailable,Unknown,Airplane,Boeing,787,2,Turbo Fan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2015,Boeing 787
607,20150219X14806,Accident,2/15/15,223632N,1535035W,,Fatal,Unknown,Airplane,Boeing,767,UNK,UNK,Part 121: Air Carrier,Uknown,0,4,1,245,IMC,Unknown,an encounter with convective turbulence associated with a forecasted area of thunderstorms.,2015,Boeing 767
608,20150318X42907,Incident,2/17/15,,,Islamabad International,Unavailable,Minor,Airplane,Boeing,767,UNK,Turbo Fan,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Boeing 767
609,20150227X04349,Accident,2/25/15,,,,Fatal,Unknown,Airplane,Boeing,747,UNK,UNK,Unknown,Uknown,0,0,0,300,UNK,Unknown,,2015,Boeing 747
610,20150302X84830,Accident,2/25/15,,,,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,2,162,UNK,Unknown,,2015,Boeing 737
611,20150325X93301,Incident,3/15/15,,,,Unavailable,Minor,Airplane,Boeing,300,2,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Boeing 300
612,20150405X51624,Incident,3/25/15,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Boeing 737
613,20150405X53326,Incident,3/25/15,,,,Unavailable,Minor,Airplane,Boeing,737,2,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Boeing 737
614,20150518X25621,Incident,3/25/15,,,Oslo Airport Gardermoen,Unavailable,Unknown,Airplane,Boeing,737,2,Unknown,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Boeing 737
615,20150405X51038,Accident,4/1/15,,,,Unavailable,Substantial,Airplane,Boeing,737,2,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Boeing 737
616,20150414X14522,Incident,4/10/15,343551N,1172259W,,Fatal,Minor,Airplane,Boeing,707,UNK,Turbo Fan,Part 91: General Aviation,Positioning,0,0,0,5,VMC,Unknown,the fracture of one 1st stage turbine blade from a high cycle fatigue crack that originated from a break in the coating on the leading edge of the blade.  The cause for the break in the coating could not be determined.  Contributing to the uncontained release of turbine material was the yielding and rupture of the turbine exhaust case wall after turbine debris collected at probes in the case.,2015,Boeing 707
617,20150416X33824,Incident,4/12/15,254743N,0801724W,MIAMI INTL,Unavailable,Unknown,Airplane,Boeing,767,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,0,VMC,Unknown,"The controller's issuance of a landing clearance to an arriving aircraft while another aircraft was in position on the same runway. Contributing to the incident was the controller's non-compliance with traffic advisory procedures, and insufficient requirements for use of memory aids to track arrival and departure operations.",2015,Boeing 767
618,20150731X03009,Incident,4/12/15,,,,Unavailable,Unknown,Airplane,Boeing,737,2,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Boeing 737
619,20150416X23053,Accident,4/13/15,,,,Unavailable,Substantial,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Boeing 737
620,20150601X93611,Incident,4/21/15,,,,Unavailable,Unknown,Airplane,Boeing,400,UNK,Turbo Fan,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Boeing 400
621,20150521X65306,Incident,4/23/15,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2015,Boeing 737
622,20150826X85918,Incident,5/2/15,,,,Unavailable,Unknown,Airplane,Boeing,777,2,Turbo Fan,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Boeing 777
623,20150522X05828,Incident,5/6/15,004425N,0074849W,,Fatal,Minor,Airplane,Boeing,727,2,Turbo Fan,Unknown,Uknown,0,0,0,4,UNK,Unknown,,2015,Boeing 727
624,20150527X73811,Incident,5/11/15,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Boeing 737
625,20150527X52921,Incident,5/25/15,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Boeing 737
626,20150618X30530,Accident,5/27/15,415554N,0724359W,,Fatal,Unknown,Airplane,Boeing,777,2,Turbo Fan,Part 129: Foreign,Uknown,0,1,1,197,VMC,Unknown,an inadvertent encounter with convective turbulence resulting in serious injury to a flight attendant.,2015,Boeing 777
627,20150813X50832,Incident,6/5/15,,,,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,112,UNK,Unknown,,2015,Boeing 737
628,20150610X80622,Incident,6/7/15,,,,Fatal,Minor,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,160,UNK,Unknown,,2015,Boeing 737
629,20150615X05941,Incident,6/9/15,,,,Fatal,Minor,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,2,UNK,Unknown,,2015,Boeing 737
630,20150701X91338,Accident,6/29/15,033451N,0842325W,,Fatal,Unknown,Airplane,Boeing,767,UNK,UNK,Part 121: Air Carrier,Uknown,0,0,1,0,UNK,Unknown,the flight attendant inadvertently slipped off a worn tread descending the crew rest ladder.,2015,Boeing 767
631,20150701X91130,Accident,6/30/15,404459N,0111544W,,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,0,UNK,Unknown,inadvertent contact by beverage cart during cabin service.,2015,Boeing 737
632,20150731X44501,Incident,7/5/15,013292N,1444749E,,Fatal,Minor,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,82,UNK,Unknown,,2015,Boeing 737
633,20150731X22508,Incident,7/12/15,,,,Unavailable,Unknown,Airplane,Boeing,767,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Boeing 767
634,20151203X82438,Incident,7/16/15,301424N,0665624E,Quetta International Airport,Unavailable,Minor,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Boeing 737
635,20150730X33309,Incident,7/27/15,,,,Unavailable,Minor,Airplane,Boeing,747,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Boeing 747
636,20150923X85658,Incident,7/27/15,,,,Fatal,Minor,Airplane,Boeing,747,UNK,UNK,Unknown,Uknown,0,0,0,2,UNK,Unknown,,2015,Boeing 747
637,20150806X24419,Incident,7/31/15,,,,Unavailable,Minor,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Boeing 737
638,20150805X75232,Incident,8/5/15,395142N,1044023W,Denver International Airport,Fatal,Minor,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,148,VMC,Unknown,"The gate lead/pushback driver's failure to recognize that the provisioning truck was within the safety zone of the gate during his walkaround due to distractions, which resulted in the subsequent collision between the airplane and the truck. Contributing to the collision was the provisioning truck driver's failure to recognize he was parked in the safety zone of an active gate adjacent to his assigned gate, and the guide agent's improper assumption that the safety zone was properly cleared by the gate lead/pushback driver.",2015,Boeing 737
639,20150903X52432,Incident,8/11/15,,,,Unavailable,Unknown,Airplane,Boeing,747,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Boeing 747
640,20151006X44558,Incident,8/18/15,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Boeing 737
641,20150824X02325,Accident,8/23/15,374318N,1221318W,Metro Oakland Airport,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,147,VMC,Unknown,"inadvertent jet blast, resulting in debris striking ground operations personnel.",2015,Boeing 737
642,20150921X31350,Accident,9/5/15,046256N,0134010W,,Fatal,Minor,Airplane,Boeing,737,2,UNK,NUSC,Uknown,7,0,0,112,UNK,Unknown,,2015,Boeing 737
643,20150908X35241,Accident,9/8/15,036459N,0011595W,"Las Vegas, McCarran Internatio",Fatal,Substantial,Airplane,Boeing,777,2,Turbo Fan,Part 129: Foreign,Uknown,0,19,1,150,VMC,Unknown,"The failure of the left engine high-pressure compressor (HPC) stage 8-10 spool, which caused the main fuel supply line to become detached from the engine main fuel pump and release fuel, resulting in a fire on the left side of the airplane. The HPC stage 8-10 spool failed due to a sustained-peak low-cycle fatigue crack that initiated in the web of the stage 8 disk; the cause of the crack initiation could not be identified by physical inspection and stress and lifing analysis. Contributing to this accident was the lack of inspection procedures for the stage 8 disk web.",2015,Boeing 777
644,20150923X94814,Incident,9/14/15,,,,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,188,UNK,Unknown,,2015,Boeing 737
645,20150923X00156,Incident,9/16/15,254649N,0801159W,,Fatal,Minor,Airplane,Boeing,777,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,279,UNK,Unknown,,2015,Boeing 777
646,20151005X35533,Incident,10/2/15,551259N,0160635E,,Fatal,Minor,Airplane,Boeing,747,4,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,367,UNK,Unknown,The PW4056 engine experienced an in-flight loss of power because of damage to the low-pressure turbine (LPT) because of the inadequate overhaul inspection and repair instructions that existed at the time of the LPT module's last overhaul.  A vane hook in the LPT case wore to the point to allow a 3rd stage turbine vane cluster to disengage and eventually fall into the path of the 3rd stage turbine blades causing extensive downstream damage to the LPT module.,2015,Boeing 747
647,20151022X65901,Accident,10/9/15,411421N,0733447W,,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,147,UNK,Unknown,hot water spilled from a cup onto the flight attendant's arm resulting in a 2nd degree burn.,2015,Boeing 737
648,20151022X40219,Incident,10/20/15,,,,Unavailable,Minor,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Boeing 737
649,20151023X50751,Accident,10/21/15,325350N,0097216W,Dallas / Ft Worth,Fatal,Unknown,Airplane,Boeing,757,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,166,UNK,Unknown,the disabled passenger not being properly secured during the transfer from the aisle chair causing him to slide to floor and receive a serious injury.,2015,Boeing 757
650,20160331X41033,Incident,10/23/15,,,Alejandro Velasco Astete Airpo,Fatal,Substantial,Airplane,Boeing,737,2,UNK,Unknown,Uknown,0,0,0,133,UNK,Unknown,,2015,Boeing 737
651,20151026X81321,Accident,10/24/15,038031N,0098238W,,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,1,1,183,VMC,Unknown,An inadvertent encounter with clear air turbulence resulting in a serious injury to a flight attendant.,2015,Boeing 737
652,20151027X61915,Accident,10/26/15,002681S,0281432E,,Fatal,Substantial,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,102,UNK,Unknown,,2015,Boeing 737
653,20151029X44249,Accident,10/29/15,026429N,0080848W,FORT LAUDERDALE/HOLLYWOOD INTL,Fatal,Substantial,Airplane,Boeing,767,UNK,Turbo Fan,Part 121: Air Carrier,Uknown,0,21,1,79,VMC,Unknown,the separation of the flexible fuel line coupling and subsequent fuel leak due to the failure of maintenance personnel to install the required safety lockwire. Contributing to the severity of the accident was the initiation of the evacuation before the right engine was shut down which led to the passenger's injury.,2015,Boeing 767
654,20151103X94029,Incident,11/2/15,,,,Fatal,Minor,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,185,UNK,Unknown,,2015,Boeing 737
655,20160302X01524,Accident,11/2/15,,,,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Boeing 737
656,20151106X80202,Accident,11/3/15,,,Allama Iqbal Intl Airport,Fatal,Substantial,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,121,UNK,Unknown,,2015,Boeing 737
657,20151107X52955,Accident,11/7/15,294537N,0952211W,,Fatal,Unknown,Airplane,Boeing,787,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,220,IMC,Unknown,An inadvertent encounter with convective turbulence resulting in serious injury to a flight attendant.,2015,Boeing 787
658,20151127X31751,Accident,11/22/15,403632N,0724735E,Osh Airport,Fatal,Substantial,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,160,IMC,Unknown,,2015,Boeing 737
659,20151130X61148,Accident,11/29/15,383747N,0901426W,Lambert,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,147,IMC,Unknown,an inadvertent encounter with clear air turbulence.,2015,Boeing 737
660,20151208X12500,Incident,12/6/15,,,Madrid-Barajas,Unavailable,Minor,Airplane,Boeing,777,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,0,UNK,Unknown,,2015,Boeing 777
661,20160112X24550,Accident,12/12/15,000000N,0000000E,,Fatal,Unknown,Airplane,Boeing,777,2,UNK,Part 121: Air Carrier,Uknown,0,0,1,12,UNK,Unknown,an inadvertant encounter with convective turbulence.,2015,Boeing 777
662,20151216X41606,Accident,12/15/15,003660N,0086360W,Nashville International Airpor,Fatal,Substantial,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,138,VMC,Unknown,"the flight crew's early turn towards the assigned gate because taxiway lighting had been inadvertently turned off by the controller-in-charge which resulted in the airplane leaving the paved surface.

 

Contributing to the accident was the operation of the screen-saver function on the lighting control panel that prevented the tower controllers from having an immediate visual reference to the status of the airfield lighting.",2015,Boeing 737
663,20151223X30310,Incident,12/19/15,472749N,1221848W,SEATTLE-TACOMA INTL,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,153,VMC,Unknown,the flight crew's misidentification of the taxiway as the landing runway.,2015,Boeing 737
664,20151224X90241,Incident,12/21/15,,,,Fatal,Unknown,Airplane,Boeing,787,UNK,UNK,Unknown,Uknown,0,0,0,302,UNK,Unknown,,2015,Boeing 787
665,20160112X91508,Incident,12/23/15,,,,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,158,UNK,Unknown,,2015,Boeing 737
666,20160119X20258,Accident,12/23/15,035179N,0804917W,,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,141,IMC,Unknown,An inadvertent encounter with clear air turbulence.,2015,Boeing 737
667,20160119X15230,Accident,12/26/15,032526N,0116330W,,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,147,VMC,Unknown,An inadvertent encounter with clear air turbulence.,2015,Boeing 737
668,20160105X81755,Incident,12/31/15,,,,Unavailable,Unknown,Airplane,Boeing,777,2,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Boeing 777
669,20160107X03150,Incident,1/7/16,,,Cluj-Napoca International,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,116,UNK,Unknown,,2016,Boeing 737
670,20160130X94052,Incident,1/7/16,,,Gran Canaria Intl Airport,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2016,Boeing 737
671,20160211X05621,Incident,1/11/16,,,,Unavailable,Unknown,Airplane,Boeing,767,UNK,Turbo Fan,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2016,Boeing 767
672,20160201X82558,Incident,1/13/16,,,Lisbon Airport,Fatal,Minor,Airplane,Boeing,777,UNK,UNK,Unknown,Uknown,0,0,0,277,UNK,Unknown,,2016,Boeing 777
673,20160218X53651,Incident,1/16/16,,,Zhuliany,Unavailable,Minor,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,IMC,Unknown,,2016,Boeing 737
