,Event.Id,Investigation.Type,Event.Date,Latitude,Longitude,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status
70886,20110926X92508,Accident,2011-09-25,,,,Fatal,Substantial,Airplane,Beech,1900,UNK,UNK,NUSC,UNK,19.0,0.0,0.0,0.0,UNK,Unknown,
70893,20110926X94342,Accident,2011-09-26,061307N,1485441W,,Fatal,Substantial,Airplane,Cub Crafters Inc,Cc18-180,1,Reciprocating,Public Use,Public Aircraft - State,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's excessive application of the brakes during landing, which resulted in a nose-over."
70894,20110927X91721,Incident,2011-09-26,394459N,0010500W,Denver International,Fatal,Minor,Airplane,Boeing,757-222,2,Turbo Fan,Part 121: Air Carrier,UNK,0.0,0.0,0.0,185.0,UNK,Unknown,"**This probable cause was modified on 4/5/2012. Please see the public docket for this accident to view the original probable cause.**


The initial damage to the fan blades was caused by the ingestion of a Red-Tailed Hawk that caused one or more fan blades to fracture, striking the fan case and causing it to bulge. The initial fan blade fragment release impacted and damaged other passing fan blades generating various sized blades fragments. Some of these blade fragments were propelled forward of the fan case by passing fan blades and were reingested, creating a cascading effect of collateral impact damage to the other fan blades, the fan case, and the inlet cowl."
70895,20111001X72953,Accident,2011-09-26,,,Puerto Ordaz,Fatal,Substantial,Airplane,Boeing,Dc-9,UNK,Turbo Jet,NUSC,UNK,0.0,0.0,0.0,130.0,UNK,Unknown,
70901,20110928X25902,Accident,2011-09-27,392155N,0813142W,Mid-Ohio Valley Regional Arpt,Fatal,Destroyed,Airplane,Owen,Vans Rv-10,1,Reciprocating,Part 91: General Aviation,Flight Test,0.0,0.0,2.0,0.0,VMC,Unknown,The in-flight engine fire and loss of engine power due to an improperly installed fuel injector nozzle during a recent engine overhaul.
70903,20110929X80852,Accident,2011-09-27,041308N,0741613W,Orange County Airport,Fatal,Substantial,Airplane,Piper,Pa-28-140,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,A total loss of engine power due to fuel starvation as a result of the pilots inadequate fuel management.
70904,20110929X22501,Accident,2011-09-28,033050N,0843644W,Cobb County Airport  Mc Collum,Fatal,Substantial,Airplane,Mitsubishi,Mu-2B-25,2,Turbo Prop,Part 91: General Aviation,Executive/corporate,0.0,0.0,0.0,3.0,VMC,Unknown,The improper installation of the nose landing gear strut and subsequent collapse of the nose landing gear during landing.
70905,20110928X53516,Accident,2011-09-28,033168N,1114840W,Chandler Municipal Airport,Fatal,Substantial,Airplane,Piper,Pa-28Rt-201,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,"The certified flight instructor's and pilot-undergoing-instruction's improper flare, which resulted in a hard landing."
70906,20110929X01447,Accident,2011-09-28,381247N,1221650W,Napa County Airport,Fatal,Substantial,Airplane,Cessna,172R,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,"The student pilot's improper flare, which resulted in a hard landing."
70908,20110929X61132,Accident,2011-09-29,454615N,1225142W,Scappoose Industrial Airpark,Fatal,Substantial,Airplane,Cessna,152,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,"The student pilot's improper flare, which resulted in a bounced landing from which she was unable to recover."
70909,20110930X20857,Accident,2011-09-29,025460N,0801730W,Miami International,Fatal,Unknown,Airplane,Boeing,737-823,2,Turbo Fan,Part 121: Air Carrier,UNK,0.0,0.0,1.0,165.0,VMC,Unknown,"The in-flight encounter with clear air turbulence, which resulted in an injury to a cabin attendant."
70910,20110930X30511,Accident,2011-09-29,372922N,0941841W,Lamar Municipal,Fatal,Substantial,Airplane,Cessna,T210R,1,Reciprocating,Part 91: General Aviation,Other Work Use,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's inadequate compensation for the wind condition, resulting in a runway excursion."
70911,20111005X90411,Accident,2011-09-29,,,Polonia Medan,Fatal,Substantial,Airplane,Aviocar Casa,C212,2,Turbo Prop,NUSC,UNK,18.0,0.0,0.0,0.0,UNK,Unknown,
70923,20111014X02424,Accident,2011-10-01,022929S,0052011W,,Fatal,Substantial,Airplane,Beech,V35,1,UNK,NUSN,UNK,4.0,0.0,0.0,0.0,UNK,Unknown,
70929,20111002X30120,Accident,2011-10-04,272441N,0803134W,Southeastern Airport,Fatal,Substantial,Airplane,Air Tractor,At-502B,1,Turbo Prop,Part 137: Agricultural,Aerial Application,0.0,0.0,1.0,0.0,VMC,Unknown,The pilot's delayed decision to abort the takeoff.
70932,20111005X24423,Accident,2011-10-04,,,,Fatal,Substantial,Airplane,Cessna,208B,1,UNK,Unknown,UNK,2.0,0.0,2.0,0.0,UNK,Unknown,
70936,20111005X11451,Accident,2011-10-05,043527N,0685326W,Matinicus Island Airport,Fatal,Substantial,Airplane,Cessna,207A,1,Reciprocating,Part 135: Air Taxi & Commuter,UNK,1.0,0.0,0.0,0.0,VMC,Unknown,"The pilots failure to maintain airplane control during the approach after encountering a gusty crosswind, which resulted in an accelerated stall and uncontrolled descent."
70942,20111005X34605,Accident,2011-10-06,013291N,1444729E,Guam International Airport,Fatal,Substantial,Airplane,Cessna,172P,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,The pilot's failure to avoid the jet blast while taxiing and the ground air traffic controller's failure to advise the pilot of the hazard.
70950,20111012X11557,Accident,2011-10-07,313326N,0913014W,,Fatal,Substantial,Airplane,Cessna,150L,1,Reciprocating,Part 91: General Aviation,Positioning,0.0,0.0,0.0,1.0,VMC,Unknown,A total loss of engine power likely due to carburetor ice.
70952,20111018X03714,Accident,2011-10-07,033387N,0842513W,Hartsfield-Jackson Atlanta Int,Fatal,Substantial,Airplane,Dougals,Md-88,2,Turbo Fan,Part 121: Air Carrier,UNK,0.0,0.0,0.0,81.0,VMC,Unknown,The tug driver's inadequate control of the tug while maneuvering the airplane during pushback.
70955,20111011X02556,Accident,2011-10-08,194725N,1545513W,,Fatal,Substantial,Airplane,Cessna,T310R,2,Reciprocating,Part 91: General Aviation,Ferry,0.0,0.0,0.0,1.0,VMC,Unknown,A total loss of engine power during cruise flight due to fuel exhaustion as a result of the pilots improper fuel planning.
70956,20111011X73546,Accident,2011-10-08,039439N,0943747W,Private,Fatal,Substantial,Airplane,Taylorcraft,Bl-65,1,Reciprocating,Part 91: General Aviation,Ferry,0.0,1.0,0.0,0.0,VMC,Unknown,"Debris in the fuel system, which resulted in a loss of engine power due to fuel starvation. Also causal was the pilot not maintaining sufficient airspeed, which resulted in an aerodynamic stall."
70958,20111220X23927,Accident,2011-10-08,332535N,0885030W,Starkville Bryan Field,Fatal,Substantial,Airplane,Cessna,188,1,Reciprocating,Part 91: General Aviation,Flight Test,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot did not maintain directional control of the airplane during landing, which resulted in a runway excursion."
70961,20111011X01145,Incident,2011-10-10,334548N,0084246W,HARTSFIELD - JACKSON ATLANTA I,Fatal,Minor,Airplane,Boeing,757-251,2,Turbo Jet,Part 121: Air Carrier,UNK,0.0,0.0,0.0,182.0,VMC,Unknown,"
the return to service of overhauled airplane engine parts with undetected fatigue cracks, resulting in complete loss of engine power and uncontained engine failure. A contributing factor was the inadequate diffuser and HPT case inspection procedure."
70963,20111012X70417,Accident,2011-10-10,046555N,1173913W,,Fatal,Substantial,Airplane,Ludwig Larry E,Bushman,1,Reciprocating,Part 91: General Aviation,Business,0.0,1.0,0.0,0.0,VMC,Unknown,The pilot's inadequate recovery from a bounced landing and subsequent failure to maintain aircraft control.
70964,20111013X44337,Accident,2011-10-10,038357N,0774223W,,Fatal,Substantial,Airplane,Cessna,182A,1,Reciprocating,Part 91: General Aviation,Skydiving,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot did not ensure that the forward door latch was secured prior to initiating the descent.
70967,20120731X03739,Incident,2011-10-10,,,"Antalya, Turkey",Unavailable,Minor,Airplane,Boeing,737,2,Turbo Fan,Part 129: Foreign,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
70968,20111011X62233,Accident,2011-10-11,393413N,1045058W,Centennial,Fatal,Substantial,Airplane,Cirrus,Sr20,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,"The student pilot's improper flare, which resulted in a bounced landing from which he was unable to recover."
70971,20111014X02944,Accident,2011-10-12,402444N,0865613W,Purdue University,Fatal,Substantial,Airplane,Learjet Inc,60,2,Turbo Fan,Part 91: General Aviation,Executive/corporate,0.0,0.0,0.0,4.0,VMC,Unknown,The pilot's decision to taxi the airplane across an unpaved area after the nosewheel inadvertently departed the ramp pavement.
70972,20111012X60235,Accident,2011-10-12,255950N,0801319W,North Perry Airport,Fatal,Substantial,Airplane,Socata,Tbm 700,1,Turbo Prop,Part 91: General Aviation,Flight Test,0.0,2.0,0.0,0.0,VMC,Unknown,"The pilots failure to terminate the flight after observing multiple conflicting errors associated with the inaccurate right fuel quantity indication. Contributing to the accident were the total loss of engine power due to fuel starvation from the right tank, the inadequate manufacturing of the right fuel gauge electrical harness, and failure of maintenance personnel to recognize and evaluate the reason for the changing fuel level in the right fuel tank. "
70973,20111013X34429,Accident,2011-10-12,362211N,0096026W,Skiatook Municipal Airport,Fatal,Substantial,Airplane,Cessna,182A,1,Reciprocating,Part 91: General Aviation,Skydiving,0.0,0.0,0.0,1.0,VMC,Unknown,A total loss of engine power due to fuel exhaustion as a result of the pilots improper fuel management.
70974,20111013X51545,Accident,2011-10-12,453457N,0123310W,Skyport Airport,Fatal,Substantial,Airplane,Cessna,172P,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,The airplanes encounter with an unseen hole or obstacle on the grass runway.
70987,20111020X94232,Accident,2011-10-14,043310N,0003036W,,Fatal,Substantial,Airplane,Diamond,Da20,1,Reciprocating,NUSN,UNK,2.0,0.0,0.0,0.0,UNK,Unknown,
70997,20111019X85758,Incident,2011-10-15,029934N,0081150W,Daytona Beach International,Fatal,Unknown,Airplane,Cessna,172S,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,3.0,VMC,Unknown,The departing pilot's incorrect runway selection and non-compliance with an air traffic control clearance. Contributing to the incident was the air traffic controller's inadequate monitoring of the departing aircraft to ensure that the pilot complied with the clearance issued and his failure to issue conflict resolution advisories.
71011,20111017X61241,Accident,2011-10-17,033171N,0844420W,Newnan Coweta County Airport,Fatal,Substantial,Airplane,Diamond Aircraft Ind Inc,Da 20-C1,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,1.0,0.0,0.0,VMC,Unknown,A total loss of engine power for undetermined reasons.
71013,20111018X10410,Accident,2011-10-17,431011N,0884323W,Watertown Municipal,Fatal,Substantial,Airplane,Piper,Pa-28R-200,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,"The separation of the number 2 connecting rod from the crankshaft for reasons that could not be determined during postaccident metallurgical examination, which ultimately resulted in a total loss of engine power."
71015,20111019X13628,Accident,2011-10-17,302642N,0895920W,Saint Tammany Regional,Fatal,Substantial,Airplane,Cessna,172N,1,Reciprocating,Part 91: General Aviation,Banner Tow,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilots failure to maintain adequate airspeed during a banner drop, resulting in an aerodynamic stall."
71022,20120427X23829,Accident,2011-10-20,002540N,0067160E,,Fatal,Substantial,Airplane,Piper,Pa-34-220T,2,UNK,NUSC,UNK,0.0,0.0,0.0,3.0,VMC,Unknown,
71023,20111020X14740,Accident,2011-10-20,403823N,0734644W,,Fatal,Unknown,Airplane,Boeing,767-2B7,2,Turbo Jet,Part 121: Air Carrier,UNK,0.0,0.0,1.0,215.0,IMC,Unknown,"The passenger's lack of compliance with the illuminated seatbelt sign, which resulted in her injury during a turbulence encounter."
71025,20111021X85131,Accident,2011-10-21,354024N,1203736W,Paso Robles Municipal Airport,Fatal,Substantial,Airplane,Piper,Pa46R,1,Reciprocating,Part 91: General Aviation,Business,0.0,1.0,0.0,0.0,IMC,Unknown,A loss of engine power while maneuvering for reasons that could not be determined because postaccident examination did not reveal any anomalies that would have precluded normal operation.
71033,20111024X74546,Incident,2011-10-23,422059N,0083336W,Detroit International Airport,Fatal,Minor,Airplane,Boeing,747-451,4,Turbo Jet,Part 121: Air Carrier,UNK,0.0,0.0,0.0,394.0,UNK,Unknown,"The penetration of turbine blade fragments through the rear turbine case, which punctured the No. 4 bearing oil pressure supply tube, allowing misted oil to contact the hot engine case and ignite the undercowl fire.

Contributing to the incident was the installation of approved (but not preferred) stage 3 low pressure turbine outer transition duct segments with the riveted rear seal configuration and the failure of the engine design to comply with the engine debris containment requirements of 14 Code of Federal Regulations 33.13 and 33.75."
71037,20111027X01810,Incident,2011-10-23,033453N,0842323W,Hartsfield-Jackson Atlanta Int,Fatal,Unknown,Airplane,Bombardier,Cl600 2C10,2,Turbo Fan,Part 121: Air Carrier,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,"The Start Operability Bleed Valve (OBV) fuel return adapter-fitting fractured and separated in cyclic fatigue, which allowed fuel to spill onto a hot engine case that ignited the undercowl fire.  The OBV fuel adapter-fitting was dropped and the damage reduced its load carrying and fatigue capability, eventually leading to its failure."
71039,20111025X65904,Accident,2011-10-24,381720N,1042947W,Pueblo Memorial Airport,Fatal,Substantial,Airplane,Diamond Aircraft Ind Inc,Da 20-C1,1,Reciprocating,Public Use,Public Aircraft,0.0,0.0,0.0,2.0,VMC,Unknown,The certified flight instructors delayed remedial action. Contributing to the accident was the student pilot's failure to maintain control prior to the landing.
71041,20111027X11126,Accident,2011-10-24,030815N,0825321W,NONE,Fatal,Substantial,Airplane,Air Tractor,At-301,1,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's misjudgment of the airplane's distance from known transmission lines.
71042,20111028X51143,Accident,2011-10-24,,,,Fatal,Substantial,Airplane,Boeing,737 - 800,UNK,UNK,Unknown,UNK,0.0,0.0,0.0,151.0,UNK,Unknown,
71043,20111025X10819,Accident,2011-10-25,451744N,1225719W,,Fatal,Substantial,Airplane,Piper,Pa-44-180,2,Reciprocating,Part 91: General Aviation,Instructional,1.0,0.0,0.0,2.0,VMC,Unknown,The pilot was unable to see the other aircraft to avoid a collision.
71044,20111027X53210,Accident,2011-10-25,392744N,0084157W,Lebanon-Warren County Airport,Fatal,Substantial,Airplane,Engineering & Research,415-C,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's improper landing flare, which resulted in a hard landing."
71045,20111026X34639,Accident,2011-10-26,325532N,0972528W,Hicks Airfield,Fatal,Substantial,Airplane,Beech,76,2,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,3.0,0.0,VMC,Unknown,"The flight instructor's failure to maintain airspeed above the air minimum control airspeed (Vmca), which resulted in a loss of control and impact with terrain. Contributing to the accident was the instructor's failure to follow published procedures to retract the landing gear and maintain 85 knots minimum airspeed during the one-engine-inoperative go-around maneuver."
71053,20111104X45548,Accident,2011-10-28,005046N,0395539E,,Unavailable,Unknown,Airplane,Boeing,777 - 200,UNK,UNK,NUSC,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
71068,20111103X41530,Accident,2011-11-01,,,Warszawa-Frédéric Chopin,Fatal,Substantial,Airplane,Boeing,767,UNK,UNK,NUSC,UNK,0.0,0.0,0.0,231.0,UNK,Unknown,
71069,20111102X13005,Accident,2011-11-02,463742N,1183534W,,Fatal,Substantial,Airplane,Ayres Corporation,S2R-600,1,Turbo Prop,Part 137: Agricultural,Aerial Application,0.0,0.0,1.0,0.0,VMC,Unknown,The pilots failure to maintain clearance from the ground due to his distraction with programming a global positioning system receiver.
71071,20111103X43731,Accident,2011-11-02,039253N,0772227W,Frederick Municipal Airport,Fatal,Substantial,Airplane,Cessna,172R,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,1.0,0.0,0.0,VMC,Unknown,The student pilots inadequate directional control during the landing roll.
71073,20111103X34623,Incident,2011-11-03,243322N,0814534W,Key West International,Fatal,Minor,Airplane,Cessna,550,2,Turbo Fan,Part 91: General Aviation,Business,0.0,0.0,0.0,5.0,VMC,Unknown,"The pilots failure to appropriately apply the landing gear wheel brakes after landing, to properly perform the hard brake pedal-no braking condition procedure following the reported brake failure and to apply the emergency brakes. The reason for the reported brake failure could not be determined because postincident examination did not reveal any malfunctions or failures that would have precluded normal operation of the brakes."
71075,20111108X34958,Accident,2011-11-03,261130N,0080108W,Fort Lauderdale Executive,Fatal,Minor,Airplane,Cessna,182T,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,5.0,VMC,Unknown,The Cessna 172 flight instructor and student pilot's inadequate visual lookout and failure to maintain clearance from the stationary Cessna 182.
71076,20111108X75705,Incident,2011-11-03,482114N,0114710E,Munich Airport,Fatal,Minor,Airplane,Boeing,777,2,UNK,NUSC,UNK,0.0,0.0,0.0,129.0,UNK,Unknown,
71079,20111109X52521,Incident,2011-11-04,054124N,0763830W,El Carano Airport,Fatal,Minor,Airplane,Cessna,402,2,Reciprocating,NUSC,UNK,0.0,0.0,0.0,10.0,VMC,Unknown,
71080,20111107X85529,Accident,2011-11-05,291437N,0823246W,Wings Field Airport,Fatal,Substantial,Airplane,Beech,D-45,1,Reciprocating,Part 91: General Aviation,Instructional,2.0,0.0,0.0,0.0,VMC,Unknown,"The flight instructor's failure to maintain airspeed in changing wind conditions during a steep climb after takeoff, which resulted in an aerodynamic stall. Contributing to the accident was the flight instructors ostentatious display close to the ground."
71084,20111106X42733,Accident,2011-11-06,003483N,1162347W,Yucca Valley Airport,Fatal,Substantial,Airplane,Beech,A36,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,A loss of engine power for reasons that could not be determined because postaccident examination did not reveal any anomalies that would have precluded normal operation.
71086,20111014X60059,Accident,2011-11-07,059513N,1543335W,Kwigillingok,Fatal,Substantial,Airplane,Cessna,207A,1,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,3.0,0.0,3.0,VMC,Unknown,The pilot's failure to abort the takeoff when he realized the airplane could not attain sufficient takeoff and climb performance and his improper decision to depart from an airport where night operations were prohibited.
71089,20111109X24500,Accident,2011-11-08,039846N,1222114W,Private,Fatal,Substantial,Airplane,Air Tractor,At-602,1,Turbo Prop,Part 91: General Aviation,Aerial Observation,0.0,0.0,0.0,1.0,VMC,Unknown,A total loss of engine power during takeoff initial climb for reasons that could not be determined because postaccident examination did not reveal any anomalies that would have precluded normal operation.
71090,20111109X90044,Accident,2011-11-08,041920N,1044837W,Cheyenne Regional Airport,Fatal,Substantial,Airplane,Piper,Pa-31T,2,Turbo Prop,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,4.0,VMC,Unknown,The flight crews failure to properly latch the cabin door before takeoff.
71091,20111114X35910,Accident,2011-11-08,281723N,0812613W,Kissimee Gateway,Fatal,Substantial,Airplane,Cessna,172Rg,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,"A fatigue failure of the right main landing gear pivot assembly, which prevented the landing gear from extending."
71097,20111123X33825,Accident,2011-11-10,303939N,0962959W,,Fatal,Substantial,Airplane,Beech,95-B55 (T42A),2,Reciprocating,Part 91: General Aviation,Business,0.0,2.0,0.0,0.0,VMC,Unknown,"The total loss of engine power from both engines, which resulted from fuel exhaustion due to the pilots inadequate pre-flight preparation."
71098,20120224X25922,Accident,2011-11-10,044524N,0931336W,MINNEAPOLIS-ST PAUL INTL/WOLD-,Fatal,Substantial,Airplane,Airbus,A320 211,2,Turbo Fan,Part 121: Air Carrier,UNK,0.0,0.0,0.0,150.0,UNK,Unknown,"In-flight collision with birds during initial climb, which resulted in substantial damage to the aircraft."
71099,20120403X51953,Accident,2011-11-10,464537N,0007230E,,Fatal,Destroyed,Airplane,Piper,Pa-31,UNK,Reciprocating,NUSN,UNK,1.0,0.0,0.0,0.0,IMC,Unknown,"The accident investigation is under the jurisdiction and control of the Swiss government. This report is for informational purposes only and contains only information released by or obtained from the Swiss government or the Swiss Accident Investigation Board. Further information pertaining to this accident may be obtained from:

Swiss Accident Investigation Board SAIB
Aéropôle 1, Route de Morens
CH-1530 Payerne
Switzerland"
71100,20111111X31005,Accident,2011-11-11,044255N,1032231W,Sturgis Municipal Airport,Fatal,Substantial,Airplane,Cessna,172M,1,Reciprocating,Part 91: General Aviation,Instructional,1.0,0.0,0.0,0.0,VMC,Unknown,The student pilots failure to maintain control of the airplane during takeoff with extended flaps.
71102,20111114X85154,Accident,2011-11-11,394153N,0085752W,Mettel Field Airport,Fatal,Substantial,Airplane,Beech,58,2,Reciprocating,Part 91: General Aviation,Instructional,0.0,2.0,0.0,0.0,VMC,Unknown,The pilot's failure to maintain directional control of the airplane during landing.
71104,20111116X70252,Accident,2011-11-11,635122N,0145534W,,Fatal,Substantial,Airplane,Bellanca,8Gcbc,1,Reciprocating,Public Use,Public Aircraft - State,0.0,0.0,0.0,1.0,VMC,Unknown,"Ice accretion in the main landing gear wheel brakes, which prevented the main landing gear wheels from rotating on landing, which resulted in the airplane nosing over."
71105,20111201X34818,Accident,2011-11-11,,,,Fatal,Substantial,Airplane,Piper,Pa-25,1,UNK,NUSN,Aerial Application,0.0,0.0,0.0,1.0,VMC,Unknown,
71106,20120419X64116,Accident,2011-11-11,281724N,0812628W,Kissimmee Gateway Airport,Fatal,Unknown,Airplane,North American,Snj-6,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,1.0,1.0,VMC,Unknown,The passengers fall from the airplane during a normal egress.
71117,20111117X13241,Accident,2011-11-13,502732N,0185726E,,Fatal,Substantial,Airplane,Cirrus,Sr22,UNK,Reciprocating,NUSN,UNK,4.0,0.0,0.0,0.0,IMC,Unknown,
71118,20111115X04247,Accident,2011-11-14,194454N,0079456W,,Fatal,Substantial,Airplane,Cessna,210,UNK,Reciprocating,NUSN,UNK,2.0,0.0,0.0,0.0,UNK,Unknown,
71119,20111117X25142,Accident,2011-11-14,,,,Fatal,Substantial,Airplane,Cirrus,Sr22,1,Reciprocating,Unknown,UNK,2.0,0.0,0.0,0.0,IMC,Unknown,
71125,20111116X31506,Accident,2011-11-16,425755N,0834437W,Bishop International Airport,Fatal,Substantial,Airplane,Piaggio Aero Industries Spa,P180,2,Turbo Prop,Part 91: General Aviation,UNK,0.0,4.0,0.0,0.0,VMC,Unknown,"The captain's failure to maintain directional control during landing with one engine inoperative. Contributing to the accident was an improperly installed clevis pin in the left engine power lever, the crews delay in accurately identifying their heading, and their subsequent selection of a runway with a strong crosswind."
71128,20111117X91407,Accident,2011-11-17,415621N,0774131W,,Fatal,Substantial,Airplane,Beech,95-C55,2,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,4.0,0.0,IMC,Unknown,"The total loss of left engine power due to fuel starvation, and the pilots improper configuration of the fuel system during remedial actions, which resulted in fuel starvation of the right engine. Contributing to the accident was the pilots incomplete preflight inspection and the pilots operation of the airplane with a known faulty fuel quantity indicating system."
71134,20111201X31832,Incident,2011-11-18,434020N,0793649W,,Fatal,Unknown,Airplane,Embraer,Emb-145Lr,2,Turbo Fan,Part 121: Air Carrier,UNK,0.0,0.0,0.0,48.0,UNK,Unknown,
71145,20111122X34719,Accident,2011-11-22,281926N,0082288W,Pilot Country Airport,Fatal,Substantial,Airplane,Cirrus,Sr20,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's incorrect identification of the runway, which resulted in an off-airport landing and subsequent collision with objects."
71150,20111128X54402,Accident,2011-11-23,412652N,0903033W,Quad Cities International,Fatal,Substantial,Airplane,Cessna,550,2,Turbo Fan,Part 91: General Aviation,Ferry,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's failure to maintain clearance from the parked, unoccupied airplane while taxiing. Contributing to the accident was the guidance provided by the marshaller."
71152,20111201X43018,Accident,2011-11-23,625812N,0156448W,,Fatal,Substantial,Airplane,Cessna,A185F,1,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,2.0,VMC,Unknown,"A broken wheel/ski clevis pin, which allowed the ski to pivot upward and strike the right wing lift strut."
71153,20111201X92112,Incident,2011-11-23,054124N,0763830W,El Carano Airport,Fatal,Minor,Airplane,Piper,Pa23,2,Reciprocating,NUSC,UNK,0.0,0.0,0.0,5.0,VMC,Unknown,
71154,20120103X50448,Accident,2011-11-23,,,,Fatal,Substantial,Airplane,Piper,Pa36,1,UNK,Unknown,UNK,0.0,0.0,0.0,1.0,VMC,Unknown,
71155,20111128X92234,Accident,2011-11-24,142042N,0623519W,,Fatal,Substantial,Airplane,Piper,Pa 46-350P,1,Turbo Prop,Part 91: General Aviation,Ferry,0.0,0.0,2.0,0.0,VMC,Unknown,"The total loss of engine power during cruise flight for reasons that could not be determined because the airplane was not recovered. Contributing to the accident was the pilots failure to comply with the airplane and engine limitations, and his decision to fly over water beyond power-off gliding distance from shore."
71171,20111130X55337,Accident,2011-11-28,381232N,1221647W,Napa County Airport,Fatal,Substantial,Airplane,Cessna,172K,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,"The student pilot's improper landing flare, inadequate recovery from a bounced landing, and loss of directional control."
71173,20111129X93953,Accident,2011-11-29,042952N,0875353W,Chicago Executive Airport,Fatal,Substantial,Airplane,Piper,Pa-31-350,2,Reciprocating,Part 135: Air Taxi & Commuter,UNK,3.0,1.0,1.0,0.0,VMC,Unknown,"The pilot's inadequate preflight planning and in-flight decision-making, which resulted in a loss of engine power due to fuel exhaustion during approach. Contributing to the accident was the pilot's decision to operate an airplane after using illicit drugs."
71175,20111130X92124,Accident,2011-11-29,613426N,1591725W,,Fatal,Substantial,Airplane,Cessna,207,1,Reciprocating,Part 91: General Aviation,Positioning,1.0,0.0,0.0,0.0,VMC,Unknown,"The pilots loss of situational awareness after an inadvertent encounter with instrument meteorological conditions, which resulted in an in-flight collision with tree-covered terrain."
71176,20111129X24104,Accident,2011-11-30,030219N,0090125W,Lakefront Airport,Fatal,Minor,Airplane,Piper,Pa-31,2,Reciprocating,Part 91: General Aviation,Ferry,1.0,1.0,0.0,0.0,VMC,Unknown,"The pilot's fatal  cardiac event, which resulted in the inflight loss of control of the airplane. Contributing to the accident was the pilot's use of impairing medications and operation of the airplane with disqualifying medical conditions."
71179,20111201X20300,Accident,2011-12-01,473148N,0122187W,Boeing Field/King County Inter,Fatal,Substantial,Airplane,Piper,Pa-44-180,2,Reciprocating,Part 91: General Aviation,Instructional,0.0,2.0,0.0,0.0,VMC,Unknown,The flight instructors failure to maintain airplane control during a go-around.
71186,20111208X41332,Accident,2011-12-01,373637N,1222244W,,Fatal,Unknown,Airplane,Boeing,757-222,2,Turbo Jet,Part 121: Air Carrier,UNK,0.0,0.0,1.0,151.0,VMC,Unknown,"The flight's encounter with known severe turbulence associated with mountain wave activity, which resulted in a flight attendant sustaining a broken ankle."
71187,20111209X35527,Incident,2011-12-01,414645N,0874614W,Chicago Midway,Fatal,Unknown,Airplane,Boeing,737-7H4,2,Turbo Fan,Part 121: Air Carrier,UNK,0.0,0.0,0.0,85.0,VMC,Unknown,"The tower local controller did not ensure that the runway was clear of conflict before directing the B737 to cross the runway, and other air traffic control personnel did not effectively intervene when the separation between the two airplanes became questionable."
