Event.Id,Investigation.Type,Event.Date,Latitude,Longitude,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Year,Make.and.Model
20190924X44644,Incident,7/22/19,,,London Stansted Airport,Unavailable,Unknown,Airplane,Airbus,A321,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2019,Airbus A321
20190801X04456,Incident,7/25/19,474124N,0041419E,Charles de Gaulle,Fatal,Minor,Airplane,Airbus,A220,2,Geared Turbofan,NUSC,Uknown,0,0,0,121,VMC,Unknown,A No. 1 (left) engine low pressure compressor (LPC) stage 1 integrally bladed rotor (IBR) separation due to a high cycle fatigue crack (HCF) that originated at the runout of an airfoil leading edge root radius. The HCF crack developed as a result of a mechanically coupled LPC stage 3 and stage 1 IBR mode excitation and blade flutter response. The excitation was driven by an acoustic tone generated by turbulent airflow passing over the 2.5 bleed valve duct cavity while the engine was operating at high speeds in specific flight conditions. A primary contributor to the failure mode was an electronic engine control (EEC) software update that changed the LPC vane schedule and increased the likelihood of LPC stage 1 IBR blade flutter onset within the engine operating range. ,2019,Airbus A220
20190820X21255,Incident,8/5/19,,,,Unavailable,Unknown,Airplane,Airbus,A321,UNK,Turbo Fan,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2019,Airbus A321
20190808X62316,Accident,8/8/19,282512N,0811757W,ORLANDO INTERNATIONAL AIRPORT,Fatal,Substantial,Airplane,Airbus,A321,2,UNK,Part 121: Air Carrier,Uknown,0,0,0,232,VMC,Unknown,,2019,Airbus A321
20190816X35649,Accident,8/8/19,038254N,0078286W,,Fatal,Unknown,Airplane,Airbus,A320,2,UNK,Part 121: Air Carrier,Uknown,0,0,1,154,VMC,Unknown,,2019,Airbus A320
20200324X23439,Incident,8/9/19,,,,Unavailable,Unknown,Airplane,Airbus,A320,2,Geared Turbofan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2019,Airbus A320
20190821X22448,Incident,8/17/19,,,,Unavailable,Unknown,Airplane,Airbus,A320,UNK,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,0,UNK,Unknown,,2019,Airbus A320
20200324X12359,Incident,8/19/19,,,,Unavailable,Unknown,Airplane,Airbus,A320,2,Geared Turbofan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2019,Airbus A320
20190830X64106,Accident,8/27/19,395142N,1044023W,Denver international Airport,Fatal,Unknown,Airplane,Airbus,A320,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,0,VMC,Unknown,an encounter with mountain wave turbulence.,2019,Airbus A320
20190913X83845,Accident,8/27/19,,,,Fatal,Substantial,Airplane,Airbus,A330,UNK,UNK,NUSC,Uknown,0,0,0,162,UNK,Unknown,,2019,Airbus A330
20190916X91526,Accident,9/6/19,271457N,0811640W,,Fatal,Unknown,Airplane,Airbus,A319,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,107,VMC,Unknown,an encounter with convectively induced turbulence associated with towering cumulus clouds during descent.,2019,Airbus A319
20190917X42103,Incident,9/11/19,,,,Fatal,Unknown,Airplane,Airbus,A321,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,180,UNK,Unknown,,2019,Airbus A321
20190917X92718,Incident,9/16/19,,,,Fatal,Unknown,Airplane,Airbus,A220,2,Turbo Fan,NUSC,Uknown,0,0,0,77,UNK,Unknown,,2019,Airbus A220
20191016X82836,Incident,10/15/19,505936N,0024743E,,Fatal,Minor,Airplane,Airbus,A300,2,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2019,Airbus A300
20200324X21942,Incident,10/24/19,,,,Unavailable,Unknown,Airplane,Airbus,A320,2,Geared Turbofan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2019,Airbus A320
20200324X00055,Incident,10/25/19,,,,Unavailable,Unknown,Airplane,Airbus,A320,2,Geared Turbofan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2019,Airbus A320
20200324X24604,Incident,10/26/19,,,,Unavailable,Unknown,Airplane,Airbus,A320,2,Geared Turbofan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2019,Airbus A320
20200324X03417,Incident,10/30/19,,,,Unavailable,Unknown,Airplane,Airbus,A320,2,Geared Turbofan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2019,Airbus A320
20191210X62422,Incident,11/8/19,,,"Raipur, India",Unavailable,Minor,Airplane,Airbus,A321,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2019,Airbus A321
20191226X73236,Incident,12/22/19,,,,Unavailable,Unknown,Airplane,Airbus,A320,2,Geared Turbofan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2019,Airbus A320
20191226X81929,Incident,12/23/19,,,,Unavailable,Unknown,Airplane,Airbus,A320,2,Geared Turbofan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2019,Airbus A320
20200113X90108,Incident,1/7/20,,,,Unavailable,Unknown,Airplane,Airbus,A320,2,Geared Turbofan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2020,Airbus A320
20200317X25227,Incident,1/10/20,,,,Fatal,Unknown,Airplane,Airbus,A321,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,5,UNK,Unknown,,2020,Airbus A321
20200125X54545,Accident,1/10/20,295738N,0090447W,Louis Armstrong New Orleans In,Fatal,Unknown,Airplane,Airbus,A320,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,158,UNK,Unknown,an encounter with convectively induced turbulence while overflying an area of known convective activity.,2020,Airbus A320
20200129X53303,Incident,1/23/20,,,,Fatal,Unknown,Airplane,Airbus,A319,2,Turbo Fan,NUSC,Uknown,0,0,0,112,UNK,Unknown,,2020,Airbus A319
20200227X84947,Incident,1/24/20,,,,Unavailable,Unknown,Airplane,Airbus,A320,UNK,Geared Turbofan,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2020,Airbus A320
20200203X13506,Incident,1/30/20,,,,Fatal,Minor,Airplane,Airbus,A300,UNK,UNK,NUSC,Uknown,0,0,0,2,UNK,Unknown,,2020,Airbus A300
20200206X73159,Accident,2/2/20,335814N,1181422W,,Fatal,Unknown,Airplane,Airbus,A380,UNK,UNK,Part 129: Foreign,Uknown,0,0,1,0,UNK,Unknown,,2020,Airbus A380
20200424X80354,Incident,2/3/20,,,,Unavailable,Unknown,Airplane,Airbus,A320,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2020,Airbus A320
20200212X95117,Incident,2/12/20,,,,Fatal,Unknown,Airplane,Airbus,A220,2,UNK,NUSC,Uknown,0,0,0,154,UNK,Unknown,,2020,Airbus A220
20200227X94200,Incident,2/26/20,,,,Unavailable,Unknown,Airplane,Airbus,A321,2,Turbo Fan,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2020,Airbus A321
20200318X05700,Incident,3/18/20,,,,Unavailable,Minor,Airplane,Airbus,A321,UNK,Turbo Fan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2020,Airbus A321
20200330X75540,Incident,3/27/20,,,Copenhagen,Unavailable,Minor,Airplane,Airbus,A300,2,Turbo Fan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2020,Airbus A300
20200522X82856,Accident,5/22/20,,,Karachi Jinnah,Fatal,Destroyed,Airplane,Airbus,A320,UNK,UNK,NUSC,Uknown,97,0,2,0,UNK,Unknown,,2020,Airbus A320
20200721X44059,Incident,6/16/20,,,,Unavailable,Unknown,Airplane,Airbus,A320,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2020,Airbus A320
20200817X40105,Incident,6/16/20,,,Doncaster Sheffield Airport,Unavailable,Unknown,Airplane,Airbus,A321,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2020,Airbus A321
2.0201E+13,Incident,10/1/20,,,,Unavailable,Unknown,Airplane,Airbus,A330,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2020,Airbus A330
2.02103E+13,Incident,10/4/20,,,,Unavailable,Substantial,Airplane,Airbus,A320,2,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2020,Airbus A320
2.02012E+13,Accident,12/23/20,294859N,0952634W,,Fatal,Unknown,Airplane,Airbus,A320,2,UNK,Part 121: Air Carrier,Uknown,0,0,1,139,UNK,Unknown,,2020,Airbus A320
2.02012E+13,Incident,12/28/20,,,Keflvik,Unavailable,Unknown,Airplane,Airbus,A330,2,UNK,Part 121: Air Carrier,Business,0,0,0,0,UNK,Unknown,,2020,Airbus A330
2.02101E+13,Incident,12/31/20,004426N,0074849W,El Dorado International Airpor,Unavailable,Minor,Airplane,Airbus,A319,2,UNK,Part 121: Air Carrier,Uknown,0,0,0,0,UNK,Unknown,,2020,Airbus A319
2.02102E+13,Accident,2/8/21,264059N,0080542E,,Fatal,Unknown,Airplane,Airbus,A320,UNK,UNK,Part 121: Air Carrier,Uknown,0,0,1,95,VMC,Unknown,,2021,Airbus A320
2.02103E+13,Incident,3/11/21,,,,Unavailable,Minor,Airplane,Airbus,A300,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2021,Airbus A300
2.02103E+13,Incident,3/27/21,012119S,0077651W,"Lima International Airport , P",Fatal,Minor,Airplane,Airbus,A320,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,116,UNK,Unknown,,2021,Airbus A320
2.02105E+13,Incident,4/29/21,027548N,0824113W,St. Pete-Clearwater Internatio,Fatal,Unknown,Airplane,Airbus,A319,2,UNK,Part 121: Air Carrier,Uknown,0,0,0,130,VMC,Unknown,,2021,Airbus A319
2.02105E+13,Incident,5/4/21,,,Jinnah International Airport,Unavailable,Unknown,Airplane,Airbus,A330,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2021,Airbus A330
2.02106E+13,Accident,6/25/21,273555N,0895654W,,Fatal,Unknown,Airplane,Airbus,A321,2,UNK,Part 121: Air Carrier,Uknown,0,8,1,185,UNK,Unknown,,2021,Airbus A321
2.02107E+13,Incident,7/4/21,254736N,0801726W,,Fatal,Unknown,Airplane,Airbus,A321,2,UNK,Part 121: Air Carrier,Uknown,0,0,1,180,UNK,Unknown,,2021,Airbus A321
2.02107E+13,Accident,7/22/21,421245N,0832112W,Detroit Metropolitan Wayne Cou,Fatal,Unknown,Airplane,Airbus,A321,2,UNK,Part 121: Air Carrier,Uknown,0,0,1,193,UNK,Unknown,,2021,Airbus A321
2.02109E+13,Incident,8/6/21,055570N,0032221W,,Unavailable,Unknown,Airplane,Airbus,A319,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2021,Airbus A319
2.02108E+13,Incident,8/14/21,,,,Unavailable,Minor,Airplane,Airbus,A321,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2021,Airbus A321
2.02108E+13,Accident,8/21/21,415820N,0875514W,,Fatal,Unknown,Airplane,Airbus,A319,UNK,UNK,Part 121: Air Carrier,Uknown,0,0,1,119,UNK,Unknown,,2021,Airbus A319
2.02109E+13,Incident,8/21/21,,,,Unavailable,Unknown,Airplane,Airbus,A300,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2021,Airbus A300
2.0211E+13,Accident,9/23/21,021197N,1575519W,Daniel K. Inouye International,Fatal,Substantial,Airplane,Airbus,A321,2,UNK,Part 121: Air Carrier,Uknown,0,0,0,134,VMC,Unknown,,2021,Airbus A321
2.0211E+13,Incident,10/2/21,392132N,0742731W,,Fatal,Minor,Airplane,Airbus,A320,2,UNK,Part 121: Air Carrier,Uknown,0,4,0,108,UNK,Unknown,,2021,Airbus A320
2.02111E+13,Incident,10/8/21,,,,Unavailable,Unknown,Airplane,Airbus,A320,2,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2021,Airbus A320
2.02112E+13,Accident,12/13/21,036447N,0115912W,,Unavailable,Substantial,Airplane,Airbus,A320,2,UNK,Part 121: Air Carrier,Uknown,0,0,0,0,UNK,Unknown,,2021,Airbus A320
2.02203E+13,Incident,1/15/22,,,,Unavailable,Unknown,Airplane,Airbus,A320,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2022,Airbus A320
2.02202E+13,Accident,1/16/22,,,,Serious,Unknown,Airplane,Airbus,A320,UNK,UNK,NUSC,Uknown,0,0,1,55,UNK,Unknown,,2022,Airbus A320
2.02201E+13,Accident,1/22/22,401719N,0107750W,,Fatal,Substantial,Airplane,Airbus,A320,2,UNK,Part 121: Air Carrier,Uknown,0,0,0,108,UNK,Unknown,,2022,Airbus A320
2.02204E+13,Incident,2/10/22,161555N,0613154W,Pointe-à-Pitre Le Raizet Airpo,Unavailable,Unknown,Airplane,Airbus,A320,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2022,Airbus A320
2.02202E+13,Incident,2/15/22,,,,Unavailable,Unknown,Airplane,Airbus,A319,UNK,UNK,Part 121: Air Carrier,Uknown,0,0,0,0,UNK,Unknown,,2022,Airbus A319
2.02204E+13,Incident,4/8/22,055374N,0123922E,Copenhagen Kastrup Airport  (C,Unavailable,Unknown,Airplane,Airbus,A320,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2022,Airbus A320
2.02205E+13,Incident,4/8/22,134148N,0100458E,"Suvarnabhumi Airport, Thailand",Fatal,Unknown,Airplane,Airbus,A320,2,UNK,Part 129: Foreign,Uknown,0,0,0,132,UNK,Unknown,,2022,Airbus A320
2.02205E+13,Incident,4/9/22,192610N,0099419W,,Unavailable,Unknown,Airplane,Airbus,A320,2,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2022,Airbus A320
2.02207E+13,Incident,5/23/22,,,,Unavailable,Unknown,Airplane,Airbus,A320,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2022,Airbus A320
2.02206E+13,Accident,5/25/22,037116N,0093143W,,Serious,Unknown,Airplane,Airbus,A320,2,UNK,Part 121: Air Carrier,Uknown,0,0,1,151,UNK,Unknown,,2022,Airbus A320
2.02206E+13,Incident,5/30/22,,,,Unavailable,Unknown,Airplane,Airbus,A321,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2022,Airbus A321
2.02206E+13,Incident,6/4/22,323227N,1165812E,Tijuana International Airport,Unavailable,Unknown,Airplane,Airbus,A320,2,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2022,Airbus A320
2.02206E+13,Incident,6/5/22,,,,Unavailable,Unknown,Airplane,Airbus,A320,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2022,Airbus A320
2.02206E+13,Accident,6/18/22,403833N,0734644W,John F kennedy International,Unavailable,Minor,Airplane,Airbus,A330,2,UNK,Part 129: Foreign,Uknown,0,0,0,0,VMC,Unknown,,2022,Airbus A330
2.02207E+13,Incident,7/2/22,411750N,0002442E,Barcelona International Airpor,Unavailable,Unknown,Airplane,Airbus,A330,2,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2022,Airbus A330
2.02208E+13,Incident,7/4/22,,,,Unavailable,Unknown,Airplane,Airbus,A320,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2022,Airbus A320
2.02207E+13,Incident,7/9/22,421946N,0693441E,,Unavailable,Unknown,Airplane,Airbus,A320,2,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2022,Airbus A320
2.02207E+13,Incident,7/25/22,044224N,0074850W,,Fatal,Unknown,Airplane,Airbus,A320,2,UNK,NUSC,Uknown,0,0,0,178,UNK,Unknown,,2022,Airbus A320
2.02209E+13,Incident,9/22/22,335630N,1182431W,,Fatal,Unknown,Airplane,Airbus,A330,2,UNK,Part 121: Air Carrier,Uknown,0,0,0,290,UNK,Unknown,,2022,Airbus A330
